mep_id,role_id,comm_id,delg_id
20198,110,,60
20201,110,,120
20214,110,,380
20190,110,,385
20219,110,,130
20212,110,,390
20157,110,,140
20238,110,,10
20266,110,,20
20235,110,,60
20275,110,,440
20231,110,,480
20049,110,,410
1,110,,460
20074,110,,210
20117,110,,280
20113,110,,160
40051,110,,430
20095,110,20,
20285,110,30,
20235,110,40,
40039,110,50,
20027,110,70,
40047,110,80,
40037,110,90,
40020,110,100,
20200,110,110,
20193,110,120,
20090,110,150,
20204,110,160,
40031,110,180,
20093,110,190,
20135,110,220,
20231,140,,260
20175,140,,330
20159,140,,100
20177,140,,385
20186,140,,440
20265,140,,30
20249,140,,30
20241,140,,40
20261,140,,50
20263,140,,70
20234,140,,430
20009,140,,440
20252,140,,480
20055,140,,310
20059,140,,330
20068,140,,100
20038,140,,160
20066,140,,180
20028,140,,440
20002,140,,210
20144,140,,280
20110,140,,40
20130,140,,50
20097,140,,90
20081,140,,380
20134,140,,130
20125,140,,150
20087,140,,440
20091,140,,230
20078,140,,240
40016,140,,120
40033,140,,140
40066,140,,150
40049,140,,440
40063,140,,240
20143,140,30,
20087,140,40,
20120,140,50,
40036,140,50,
20222,140,60,
20287,140,60,
20166,140,70,
20067,140,80,
20220,140,90,
20091,140,90,
20172,140,100,
20205,140,120,
20226,140,130,
20133,140,130,
20221,140,140,
20011,140,140,
20197,140,150,
20025,140,150,
20066,140,170,
20180,140,180,
20238,140,180,
20282,140,190,
20029,140,200,
20088,140,200,
20128,140,210,
20141,140,210,
20113,140,230,
40052,140,230,
20211,170,,260
20156,170,,260
20218,170,,10
20199,170,,20
20170,170,,280
20166,170,,280
20178,170,,30
20161,170,,30
20189,170,,40
20216,170,,50
20224,170,,310
20210,170,,310
20180,170,,310
20155,170,,310
20197,170,,310
20204,170,,310
20165,170,,60
20203,170,,60
20213,170,,70
20172,170,,330
20207,170,,80
20208,170,,90
20177,170,,90
20196,170,,90
20174,170,,100
20228,170,,110
20202,170,,110
20158,170,,370
20171,170,,370
20219,170,,120
20174,170,,120
20168,170,,380
20206,170,,385
20215,170,,385
20199,170,,385
20154,170,,130
20222,170,,390
20187,170,,140
20223,170,,410
20192,170,,160
20220,170,,170
20164,170,,170
20217,170,,180
20230,170,,180
20227,170,,180
20193,170,,180
20225,170,,440
20176,170,,440
20226,170,,440
20162,170,,440
20169,170,,440
20181,170,,440
20195,170,,440
20209,170,,200
20220,170,,200
20174,170,,460
20230,170,,460
20157,170,,460
20184,170,,460
20163,170,,210
20185,170,,210
20216,170,,220
20153,170,,220
20152,170,,220
20223,170,,480
20222,170,,480
20211,170,,480
20161,170,,480
20155,170,,480
20167,170,,480
20194,170,,480
20221,170,,230
20167,170,,230
20194,170,,240
20257,170,,10
20244,170,,10
20262,170,,280
20287,170,,280
20270,170,,30
20237,170,,30
20240,170,,30
20255,170,,50
20277,170,,310
20259,170,,60
20243,170,,60
20264,170,,70
20008,170,,330
20256,170,,80
20251,170,,100
20247,170,,110
20263,170,,370
20269,170,,370
20266,170,,120
20276,170,,120
20286,170,,385
20248,170,,385
20268,170,,130
20267,170,,390
20254,170,,390
20009,170,,390
20252,170,,140
20271,170,,410
20008,170,,410
20272,170,,160
20246,170,,160
20232,170,,160
20250,170,,160
20275,170,,170
20270,170,,430
20285,170,,430
20258,170,,440
20274,170,,440
20006,170,,440
20282,170,,440
20283,170,,440
20241,170,,440
20239,170,,440
20233,170,,440
20010,170,,200
20272,170,,460
20279,170,,460
20281,170,,460
20007,170,,460
20006,170,,460
20004,170,,460
20280,170,,220
20236,170,,220
20271,170,,480
20258,170,,480
20263,170,,480
20261,170,,480
20255,170,,480
20284,170,,480
20234,170,,480
20241,170,,480
20250,170,,480
20250,170,,230
20278,170,,240
20276,170,,240
20018,170,,260
20015,170,,260
20070,170,,10
20053,170,,20
20003,170,,30
20015,170,,40
20043,170,,50
20002,170,,310
20016,170,,310
20047,170,,310
20075,170,,310
20013,170,,60
20040,170,,60
20048,170,,60
20073,170,,60
20039,170,,70
20054,170,,70
20024,170,,330
20021,170,,330
20012,170,,80
20061,170,,100
20019,170,,110
20037,170,,370
20071,170,,370
20023,170,,120
20033,170,,120
20003,170,,380
20064,170,,385
20011,170,,140
20043,170,,140
20028,170,,150
20032,170,,150
20046,170,,150
20060,170,,150
20027,170,,410
20017,170,,160
20041,170,,160
20019,170,,420
20031,170,,420
20037,170,,420
20029,170,,420
20045,170,,170
20062,170,,170
20058,170,,180
20025,170,,440
20042,170,,440
20052,170,,440
20063,170,,440
20059,170,,440
20037,170,,200
20030,170,,200
20061,170,,200
20002,170,,460
20038,170,,460
20072,170,,460
20034,170,,210
20035,170,,210
20036,170,,210
20029,170,,210
20057,170,,210
20067,170,,210
20076,170,,210
20026,170,,220
20065,170,,220
20030,170,,480
20063,170,,480
20020,170,,230
20044,170,,230
20146,170,,260
20149,170,,260
20100,170,,260
20088,170,,20
20112,170,,280
20131,170,,280
20147,170,,280
20123,170,,280
20115,170,,30
20105,170,,30
20108,170,,40
20106,170,,40
20105,170,,50
20143,170,,310
20127,170,,60
20102,170,,70
20116,170,,330
20102,170,,80
20118,170,,90
20140,170,,90
20145,170,,100
20101,170,,110
20136,170,,370
20096,170,,120
20099,170,,120
20086,170,,380
20097,170,,385
20102,170,,130
20079,170,,130
20117,170,,390
20109,170,,140
20095,170,,140
20077,170,,140
20137,170,,140
20139,170,,150
20107,170,,410
20129,170,,410
20128,170,,410
20093,170,,160
20083,170,,160
20098,170,,420
20119,170,,170
20093,170,,170
20082,170,,180
20089,170,,180
20124,170,,180
20121,170,,440
20095,170,,440
20133,170,,440
20135,170,,440
20087,170,,200
20096,170,,200
20107,170,,460
20113,170,,460
20090,170,,460
20125,170,,460
20103,170,,210
20120,170,,210
20141,170,,210
20132,170,,210
20084,170,,220
20091,170,,480
20096,170,,480
20078,170,,480
20146,170,,480
20130,170,,480
20105,170,,230
20093,170,,230
20148,170,,230
20151,170,,230
20104,170,,240
20080,170,,240
20150,170,,240
40016,170,,10
40020,170,,280
40069,170,,280
40057,170,,280
40023,170,,30
40042,170,,30
40038,170,,40
40035,170,,40
40025,170,,50
40047,170,,50
40046,170,,310
40028,170,,310
40024,170,,310
40031,170,,310
40058,170,,310
40013,170,,330
40044,170,,330
40029,170,,330
40018,170,,80
40022,170,,80
40067,170,,90
40016,170,,100
40030,170,,100
40018,170,,120
40043,170,,120
40026,170,,380
40055,170,,380
40017,170,,385
40059,170,,385
40068,170,,390
40026,170,,390
40070,170,,140
40061,170,,140
40054,170,,140
40016,170,,150
40053,170,,150
40015,170,,160
40027,170,,160
40065,170,,160
40015,170,,170
40019,170,,170
40041,170,,170
40050,170,,170
40064,170,,170
40065,170,,180
40048,170,,180
40023,170,,440
40014,170,,440
40045,170,,440
40034,170,,440
40028,170,,440
40039,170,,440
40051,170,,200
40023,170,,460
40015,170,,460
40040,170,,460
40041,170,,460
40050,170,,460
40029,170,,210
40062,170,,210
40012,170,,220
40015,170,,480
40023,170,,480
40064,170,,480
40047,170,,480
40060,170,,480
40028,170,,230
40060,170,,230
20208,170,10,
20224,170,10,
20174,170,10,
20194,170,10,
20266,170,10,
20283,170,10,
20005,170,10,
20234,170,10,
20028,170,10,
20019,170,10,
20047,170,10,
20039,170,10,
20049,170,10,
20066,170,10,
20120,170,10,
20107,170,10,
20080,170,10,
20084,170,10,
20133,170,10,
20131,170,10,
20138,170,10,
40014,170,10,
40013,170,10,
40046,170,10,
40034,170,10,
40031,170,10,
40058,170,10,
20209,170,20,
20225,170,20,
20206,170,20,
20275,170,20,
20007,170,20,
20012,170,20,
20062,170,20,
20073,170,20,
20068,170,20,
20087,170,20,
20088,170,20,
20124,170,20,
40015,170,20,
40064,170,20,
20212,170,30,
20221,170,30,
20159,170,30,
20270,170,30,
20276,170,30,
20031,170,30,
20062,170,30,
20111,170,30,
20127,170,30,
20139,170,30,
40018,170,30,
40065,170,30,
20212,170,40,
20211,170,40,
20218,170,40,
20227,170,40,
20231,170,40,
20229,170,40,
20159,170,40,
20157,170,40,
20198,170,40,
20185,170,40,
20206,170,40,
20263,170,40,
20273,170,40,
20270,170,40,
20276,170,40,
20240,170,40,
20002,170,40,
20022,170,40,
20016,170,40,
20036,170,40,
20034,170,40,
20062,170,40,
20102,170,40,
20111,170,40,
20097,170,40,
20137,170,40,
20142,170,40,
20125,170,40,
40018,170,40,
40015,170,40,
40016,170,40,
40017,170,40,
40033,170,40,
40064,170,40,
20215,170,50,
20225,170,50,
20217,170,50,
20176,170,50,
20186,170,50,
20241,170,50,
20059,170,50,
20121,170,50,
20078,170,50,
20135,170,50,
20136,170,50,
40068,170,50,
40030,170,50,
40049,170,50,
40062,170,50,
20230,170,60,
20154,170,60,
20203,170,60,
20260,170,60,
20258,170,60,
20271,170,60,
20252,170,60,
20284,170,60,
20001,170,60,
20046,170,60,
20122,170,60,
20079,170,60,
20100,170,60,
40023,170,60,
40025,170,60,
40050,170,60,
40053,170,60,
20168,170,70,
20158,170,70,
20261,170,70,
20256,170,70,
20006,170,70,
20247,170,70,
20237,170,70,
20012,170,70,
20015,170,70,
20038,170,70,
20063,170,70,
20072,170,70,
20075,170,70,
20104,170,70,
20112,170,70,
20094,170,70,
20077,170,70,
40070,170,70,
40069,170,70,
40040,170,70,
40032,170,70,
40047,170,70,
40051,170,70,
20215,170,80,
20168,170,80,
20160,170,80,
20205,170,80,
20004,170,80,
20017,170,80,
20054,170,80,
20072,170,80,
20112,170,80,
20104,170,80,
20079,170,80,
20077,170,80,
20101,170,80,
40040,170,80,
40027,170,80,
40051,170,80,
20209,170,90,
20163,170,90,
20155,170,90,
20186,170,90,
20257,170,90,
20277,170,90,
20009,170,90,
20233,170,90,
20003,170,90,
20026,170,90,
20020,170,90,
20023,170,90,
20044,170,90,
20071,170,90,
20074,170,90,
20096,170,90,
20132,170,90,
20123,170,90,
40013,170,90,
40045,170,90,
20219,170,100,
20162,170,100,
20202,170,100,
20199,170,100,
20189,170,100,
20188,170,100,
20253,170,100,
20246,170,100,
20251,170,100,
20021,170,100,
20030,170,100,
20037,170,100,
20040,170,100,
20076,170,100,
20124,170,100,
40042,170,100,
40011,170,100,
40061,170,100,
40056,170,100,
40066,170,100,
40060,170,100,
40054,170,100,
20167,170,110,
20196,170,110,
20267,170,110,
20266,170,110,
20283,170,110,
20281,170,110,
20239,170,110,
20250,170,110,
20234,170,110,
20243,170,110,
20028,170,110,
20018,170,110,
20042,170,110,
20032,170,110,
20066,170,110,
20107,170,110,
20109,170,110,
20114,170,110,
20092,170,110,
20080,170,110,
20134,170,110,
20133,170,110,
20130,170,110,
40014,170,110,
40034,170,110,
40058,170,110,
20224,170,120,
20228,170,120,
20156,170,120,
20161,170,120,
20269,170,120,
20279,170,120,
20234,170,120,
20039,170,120,
20033,170,120,
20047,170,120,
20049,170,120,
20065,170,120,
20053,170,120,
20110,170,120,
20120,170,120,
20081,170,120,
20149,170,120,
40046,170,120,
40026,170,120,
40001,170,120,
40065,170,120,
20213,170,130,
20214,170,130,
20164,170,130,
20187,170,130,
20265,170,130,
20264,170,130,
20242,170,130,
20233,170,130,
20048,170,130,
20143,170,130,
20147,170,130,
20146,170,130,
20148,170,130,
40063,170,130,
20223,170,140,
20174,170,140,
20274,170,140,
20004,170,140,
20286,170,140,
20249,170,140,
20019,170,140,
20060,170,140,
20067,170,140,
20105,170,140,
20106,170,140,
20115,170,140,
20117,170,140,
20082,170,140,
20131,170,140,
20128,170,140,
40071,170,140,
40027,170,140,
20207,170,150,
20208,170,150,
20175,170,150,
20178,170,150,
20153,170,150,
20170,170,150,
20184,170,150,
20194,170,150,
20259,170,150,
20278,170,150,
20008,170,150,
20013,170,150,
20043,170,150,
20054,170,150,
20119,170,150,
20108,170,150,
20127,170,150,
40024,170,150,
40044,170,150,
40043,170,150,
20177,170,160,
20171,170,160,
20254,170,160,
20008,170,160,
20232,170,160,
20244,170,160,
20236,170,160,
20001,170,160,
20058,170,160,
20070,170,160,
20069,170,160,
20118,170,160,
20084,170,160,
20083,170,160,
20150,170,160,
20101,170,160,
20099,170,160,
40067,170,160,
40059,170,160,
40048,170,160,
20271,170,170,
20259,170,170,
20277,170,170,
20255,170,170,
20044,170,170,
20030,170,170,
20051,170,170,
20117,170,170,
20084,170,170,
20083,170,170,
20102,170,170,
20099,170,170,
40024,170,170,
40048,170,170,
40051,170,170,
20152,170,180,
20201,170,180,
20195,170,180,
20024,170,180,
20035,170,180,
20057,170,180,
20103,170,180,
20089,170,180,
20148,170,180,
20140,170,180,
20151,170,180,
40038,170,180,
40035,170,180,
40028,170,180,
20169,170,190,
20165,170,190,
20181,170,190,
20190,170,190,
20245,170,190,
20045,170,190,
20064,170,190,
20145,170,190,
20144,170,190,
20123,170,190,
40022,170,190,
40055,170,190,
20160,170,200,
20182,170,200,
20192,170,200,
20268,170,200,
20272,170,200,
20280,170,200,
20232,170,200,
20248,170,200,
20014,170,200,
20031,170,200,
20041,170,200,
20061,170,200,
20056,170,200,
20052,170,200,
20116,170,200,
20095,170,200,
20086,170,200,
20129,170,200,
20098,170,200,
40019,170,200,
40012,170,200,
40041,170,200,
40052,170,200,
20210,170,210,
20183,170,210,
20275,170,210,
20262,170,210,
20010,170,210,
20055,170,210,
20073,170,210,
40029,170,210,
40057,170,210,
20213,170,220,
20193,170,220,
20202,170,220,
20201,170,220,
20287,170,220,
20009,170,220,
20004,170,220,
20245,170,220,
20021,170,220,
20116,170,220,
20081,170,220,
20138,170,220,
20150,170,220,
40042,170,220,
20215,170,230,
20216,170,230,
20180,170,230,
20171,170,230,
20202,170,230,
20186,170,230,
20282,170,230,
20243,170,230,
20242,170,230,
20016,170,230,
20046,170,230,
20038,170,230,
20109,170,230,
40068,170,230,
40030,170,230,
40043,170,230,
40027,170,230,
40066,170,230,
20221,180,,260
20195,180,,260
20201,180,,10
20181,180,,20
20223,180,,280
20153,180,,280
20165,180,,280
20209,180,,30
20231,180,,40
20167,180,,40
20215,180,,50
20194,180,,50
20229,180,,310
20162,180,,310
20161,180,,310
20186,180,,310
20210,180,,60
20206,180,,60
20190,180,,330
20178,180,,90
20156,180,,110
20218,180,,120
20169,180,,120
20231,180,,380
20160,180,,380
20187,180,,380
20217,180,,385
20224,180,,140
20184,180,,140
20157,180,,150
20152,180,,150
20208,180,,410
20213,180,,410
20228,180,,410
20171,180,,410
20197,180,,410
20181,180,,160
20205,180,,160
20193,180,,420
20200,180,,420
20188,180,,170
20220,180,,180
20192,180,,180
20204,180,,180
20222,180,,440
20217,180,,440
20215,180,,440
20196,180,,440
20157,180,,200
20163,180,,200
20225,180,,460
20161,180,,460
20164,180,,460
20182,180,,460
20222,180,,210
20179,180,,210
20198,180,,210
20194,180,,220
20184,180,,220
20204,180,,220
20171,180,,480
20216,180,,230
20160,180,,230
20188,180,,230
20175,180,,240
20155,180,,240
20191,180,,240
20234,180,,260
20278,180,,10
20275,180,,20
20276,180,,20
20238,180,,280
20264,180,,30
20280,180,,30
20281,180,,50
20255,180,,310
20254,180,,310
20245,180,,310
20244,180,,310
20263,180,,60
20273,180,,60
20253,180,,60
20280,180,,60
20253,180,,70
20007,180,,330
20282,180,,80
20005,180,,90
20239,180,,90
20268,180,,100
20253,180,,100
20287,180,,100
20267,180,,110
20242,180,,110
20270,180,,370
20271,180,,370
20008,180,,370
20239,180,,370
20270,180,,120
20270,180,,380
20241,180,,380
20259,180,,385
20285,180,,385
20250,180,,130
20008,180,,390
20248,180,,390
20263,180,,140
20277,180,,140
20234,180,,140
20258,180,,410
20274,180,,160
20007,180,,160
20249,180,,160
20260,180,,420
20250,180,,170
20231,180,,430
20287,180,,180
20259,180,,440
20271,180,,440
20267,180,,440
20007,180,,440
20242,180,,440
20243,180,,440
20246,180,,440
20250,180,,440
20258,180,,200
20276,180,,200
20276,180,,460
20275,180,,460
20251,180,,460
20010,180,,460
20005,180,,460
20249,180,,460
20242,180,,460
20273,180,,210
20260,180,,210
20262,180,,210
20252,180,,210
20283,180,,210
20008,180,,210
20245,180,,210
20006,180,,220
20232,180,,220
20262,180,,480
20009,180,,480
20009,180,,230
20241,180,,230
20231,180,,230
20246,180,,230
20260,180,,240
20231,180,,240
20023,180,,10
20021,180,,280
20051,180,,280
20069,180,,280
20074,180,,280
20026,180,,30
20021,180,,30
20044,180,,30
20014,180,,40
20051,180,,50
20041,180,,310
20037,180,,310
20066,180,,310
20061,180,,310
20012,180,,60
20054,180,,60
20022,180,,70
20042,180,,70
20028,180,,330
20029,180,,330
20073,180,,330
20042,180,,90
20046,180,,90
20063,180,,90
20037,180,,100
20033,180,,100
20050,180,,100
20056,180,,100
20021,180,,370
20031,180,,370
20059,180,,370
20056,180,,370
20038,180,,120
20056,180,,120
20074,180,,120
20017,180,,385
20024,180,,385
20039,180,,385
20059,180,,385
20012,180,,130
20025,180,,130
20068,180,,130
20035,180,,390
20064,180,,390
20003,180,,140
20060,180,,140
20065,180,,410
20047,180,,160
20016,180,,420
20032,180,,420
20046,180,,170
20069,180,,170
20015,180,,440
20002,180,,440
20017,180,,440
20031,180,,440
20037,180,,440
20045,180,,440
20058,180,,440
20036,180,,200
20018,180,,460
20015,180,,460
20011,180,,210
20049,180,,210
20048,180,,210
20072,180,,210
20071,180,,210
20027,180,,220
20029,180,,220
20044,180,,480
20058,180,,480
20108,180,,260
20103,180,,260
20080,180,,260
20090,180,,260
20084,180,,260
20111,180,,10
20092,180,,10
20101,180,,20
20106,180,,280
20076,180,,280
20109,180,,30
20097,180,,30
20136,180,,30
20094,180,,40
20151,180,,40
20150,180,,50
20114,180,,310
20109,180,,310
20123,180,,310
20112,180,,60
20092,180,,60
20089,180,,60
20134,180,,70
20113,180,,330
20129,180,,330
20111,180,,80
20086,180,,80
20145,180,,80
20118,180,,100
20086,180,,100
20122,180,,110
20128,180,,110
20086,180,,370
20097,180,,120
20131,180,,120
20121,180,,385
20085,180,,130
20145,180,,130
20097,180,,390
20115,180,,140
20143,180,,140
20110,180,,410
20135,180,,160
20139,180,,160
20087,180,,420
20145,180,,170
20103,180,,430
20142,180,,430
20132,180,,430
20121,180,,180
20141,180,,180
20146,180,,180
20078,180,,440
20081,180,,440
20137,180,,440
20145,180,,440
20130,180,,440
20126,180,,440
20098,180,,440
20119,180,,200
20079,180,,200
20077,180,,460
20097,180,,460
20086,180,,210
20138,180,,210
20120,180,,220
20151,180,,480
20121,180,,230
20091,180,,240
20146,180,,240
40017,180,,10
40031,180,,10
40043,180,,20
40050,180,,30
40019,180,,40
40069,180,,40
40048,180,,40
40027,180,,310
40037,180,,310
40024,180,,70
40047,180,,70
40062,180,,80
40034,180,,90
40012,180,,110
40030,180,,380
40013,180,,385
40063,180,,130
40022,180,,150
40030,180,,410
40051,180,,410
40052,180,,410
40041,180,,160
40040,180,,160
40049,180,,160
40045,180,,420
40028,180,,420
40056,180,,420
40070,180,,170
40013,180,,440
40026,180,,440
40036,180,,440
40011,180,,440
40026,180,,200
40016,180,,460
40028,180,,460
40049,180,,460
