mep_id,role_id,comm_id,delg_id
140026,170,,150
140078,170,,410
140044,170,,160
10000021,170,,420
140063,170,,180
140020,170,,440
140021,170,,440
140006,170,,440
140041,170,,440
140059,170,,440
140068,170,,440
140087,170,,440
140071,170,,200
140021,170,,460
140022,170,,460
140016,170,,460
140050,170,,460
140068,170,,460
140071,170,,460
10000011,170,,210
140084,170,,210
140070,170,,210
140010,170,,220
10000021,170,,220
10000011,170,,480
10000013,170,,480
140092,170,,230
140073,170,,230
40010,170,,10
40007,170,,70
40008,170,,160
40008,170,,480
60004,170,,460
60012,170,,150
60013,170,,380
60005,170,,60
60014,170,,420
60013,170,,430
60004,170,,30
60001,170,,260
60001,170,,480
60036,170,,385
60036,170,,440
60017,170,,410
60023,170,,90
60032,170,,150
60018,170,,120
60022,170,,460
60015,170,,280
60016,170,,210
60022,170,,140
60028,170,,20
60021,170,,50
60019,170,,150
60031,170,,480
60033,170,,480
60020,170,,460
60027,170,,120
60025,170,,440
60020,170,,170
60024,170,,10
60030,170,,370
60030,170,,330
40117,170,10,
40098,170,10,
40135,170,10,
40088,170,10,
40072,170,10,
40191,170,10,
40213,170,10,
40218,170,10,
40200,170,10,
40199,170,10,
40154,170,10,
60011,170,10,
60008,170,10,
10000005,170,10,
140007,170,10,
140057,170,10,
140056,170,10,
140043,170,10,
140026,170,10,
140053,170,10,
60023,170,10,
40081,170,20,
40182,170,20,
40199,170,20,
40156,170,20,
40192,170,20,
80027,170,20,
80002,170,20,
80015,170,20,
140017,170,20,
10000023,170,20,
140071,170,20,
140083,170,20,
60033,170,20,
60024,170,20,
40093,170,30,
40120,170,30,
40125,170,30,
40121,170,30,
40080,170,30,
40215,170,30,
80039,170,30,
140015,170,30,
140055,170,30,
140031,170,30,
10000014,170,30,
140070,170,30,
140072,170,30,
140068,170,30,
60013,170,30,
60029,170,30,
40093,170,40,
40112,170,40,
40125,170,40,
40121,170,40,
40182,170,40,
40192,170,40,
40174,170,40,
40217,170,40,
40215,170,40,
40156,170,40,
40162,170,40,
40148,170,40,
40159,170,40,
40007,170,40,
80040,170,40,
80035,170,40,
80039,170,40,
80037,170,40,
80015,170,40,
80017,170,40,
10000006,170,40,
10000010,170,40,
10000008,170,40,
140093,170,40,
140017,170,40,
140050,170,40,
140058,170,40,
140049,170,40,
140078,170,40,
140068,170,40,
140070,170,40,
140071,170,40,
140079,170,40,
60013,170,40,
60004,170,40,
60020,170,40,
60033,170,40,
60029,170,40,
40119,170,50,
40111,170,50,
40081,170,50,
40186,170,50,
40216,170,50,
80027,170,50,
80002,170,50,
80005,170,50,
140021,170,50,
140031,170,50,
10000013,170,50,
140086,170,50,
60012,170,50,
60036,170,50,
40143,170,60,
40141,170,60,
40137,170,60,
40080,170,60,
80025,170,60,
10000002,170,60,
140092,170,60,
60032,170,60,
60031,170,60,
40101,170,70,
40105,170,70,
40140,170,70,
40083,170,70,
40084,170,70,
40203,170,70,
40166,170,70,
60041,170,70,
60003,170,70,
80011,170,70,
140025,170,70,
140039,170,70,
140029,170,70,
140052,170,70,
140047,170,70,
10000012,170,70,
40010,170,70,
40115,170,80,
40117,170,80,
40137,170,80,
40153,170,80,
60039,170,80,
60042,170,80,
80024,170,80,
80008,170,80,
140019,170,80,
10000019,170,80,
140076,170,80,
40010,170,80,
40094,170,90,
40102,170,90,
40097,170,90,
40079,170,90,
40177,170,90,
40190,170,90,
40173,170,90,
40206,170,90,
40197,170,90,
80004,170,90,
140011,170,90,
140045,170,90,
140051,170,90,
140060,170,90,
10000020,170,90,
140090,170,90,
140087,170,90,
40008,170,90,
60034,170,90,
40116,170,100,
40110,170,100,
40104,170,100,
40075,170,100,
40073,170,100,
40207,170,100,
40168,170,100,
40145,170,100,
80033,170,100,
80032,170,100,
80003,170,100,
140054,170,100,
140059,170,100,
140048,170,100,
10000016,170,100,
10000011,170,100,
140074,170,100,
140081,170,100,
60014,170,100,
60037,170,100,
60030,170,100,
40098,170,110,
40107,170,110,
40135,170,110,
40072,170,110,
40078,170,110,
40180,170,110,
40191,170,110,
40178,170,110,
40205,170,110,
40198,170,110,
40214,170,110,
40213,170,110,
40154,170,110,
80026,170,110,
80038,170,110,
80036,170,110,
80014,170,110,
140064,170,110,
140066,170,110,
140009,170,110,
140026,170,110,
140053,170,110,
140032,170,110,
10000021,170,110,
10000011,170,110,
140080,170,110,
140083,170,110,
140075,170,110,
60012,170,110,
60035,170,110,
60026,170,110,
60019,170,110,
60015,170,110,
40091,170,120,
40109,170,120,
40136,170,120,
40088,170,120,
40175,170,120,
40202,170,120,
40200,170,120,
40167,170,120,
40169,170,120,
40153,170,120,
40161,170,120,
40157,170,120,
40005,170,120,
60008,170,120,
60011,170,120,
80024,170,120,
80013,170,120,
10000009,170,120,
140019,170,120,
140013,170,120,
140007,170,120,
140041,170,120,
60022,170,120,
40096,170,130,
40106,170,130,
40113,170,130,
40108,170,130,
40131,170,130,
40142,170,130,
40086,170,130,
40185,170,130,
40212,170,130,
40209,170,130,
40155,170,130,
60010,170,130,
80009,170,130,
140065,170,130,
140015,170,130,
140036,170,130,
10000013,170,130,
140069,170,130,
140084,170,130,
40009,170,130,
60034,170,130,
40132,170,140,
40134,170,140,
40077,170,140,
40074,170,140,
40176,170,140,
40189,170,140,
40208,170,140,
40201,170,140,
40195,170,140,
60009,170,140,
80029,170,140,
80034,170,140,
80007,170,140,
140091,170,140,
140035,170,140,
10000018,170,140,
140077,170,140,
140073,170,140,
60017,170,140,
60028,170,140,
40090,170,150,
40103,170,150,
40100,170,150,
40122,170,150,
40139,170,150,
40123,170,150,
40085,170,150,
40170,170,150,
40192,170,150,
40196,170,150,
40165,170,150,
40194,170,150,
40004,170,150,
80023,170,150,
80006,170,150,
80019,170,150,
10000007,170,150,
10000003,170,150,
140012,170,150,
140010,170,150,
140089,170,150,
60037,170,150,
60027,170,150,
40118,170,160,
40092,170,160,
40114,170,160,
40129,170,160,
40128,170,160,
40183,170,160,
40199,170,160,
40164,170,160,
40149,170,160,
60040,170,160,
60038,170,160,
80016,170,160,
80020,170,160,
140006,170,160,
10000019,170,160,
10000022,170,160,
140088,170,160,
60021,170,160,
40118,170,170,
40077,170,170,
40176,170,170,
40150,170,170,
40158,170,170,
40194,170,170,
60007,170,170,
60006,170,170,
80035,170,170,
10000007,170,170,
140006,170,170,
140010,170,170,
10000013,170,170,
40099,170,180,
40126,170,180,
40171,170,180,
40211,170,180,
40150,170,180,
80022,170,180,
140063,170,180,
140082,170,180,
60025,170,180,
40144,170,190,
40138,170,190,
40089,170,190,
40181,170,190,
40147,170,190,
80010,170,190,
140014,170,190,
140076,170,190,
60001,170,190,
60031,170,190,
40124,170,200,
40130,170,200,
40082,170,200,
40076,170,200,
40187,170,200,
40151,170,200,
40158,170,200,
40152,170,200,
40006,170,200,
60044,170,200,
80030,170,200,
80037,170,200,
80008,170,200,
140008,170,200,
140085,170,200,
60005,170,200,
60016,170,200,
60018,170,200,
40095,170,210,
40115,170,210,
40188,170,210,
40193,170,210,
80028,170,210,
10000006,170,210,
10000001,170,210,
10000023,170,210,
60002,170,210,
40099,170,220,
40136,170,220,
40130,170,220,
40175,170,220,
40171,170,220,
40202,170,220,
40207,170,220,
40169,170,220,
80021,170,220,
80022,170,220,
140038,170,220,
10000021,170,220,
140085,170,220,
140074,170,220,
140082,170,220,
60015,170,220,
40143,170,230,
40131,170,230,
40087,170,230,
40080,170,230,
40004,170,230,
80035,170,230,
140042,170,230,
60012,170,230,
60018,170,230,
60022,170,230,
40091,180,,260
40075,180,,260
40082,180,,260
40097,180,,10
40087,180,,10
40105,180,,20
40120,180,,20
40100,180,,280
40117,180,,280
40080,180,,280
40109,180,,30
40077,180,,50
40092,180,,310
40110,180,,310
40112,180,,310
40128,180,,310
40072,180,,310
40092,180,,60
40104,180,,60
40121,180,,60
40137,180,,70
40123,180,,70
40099,180,,330
40131,180,,330
40074,180,,80
40095,180,,90
40078,180,,90
40096,180,,100
40116,180,,100
40074,180,,100
40108,180,,110
40118,180,,120
40107,180,,120
40115,180,,385
40140,180,,385
40079,180,,385
40081,180,,385
40086,180,,390
40102,180,,140
40138,180,,140
40143,180,,150
40126,180,,150
40127,180,,150
40139,180,,150
40113,180,,410
40081,180,,170
40093,180,,430
40111,180,,440
40097,180,,440
40133,180,,440
40088,180,,440
40087,180,,440
40076,180,,440
40089,180,,440
40084,180,,200
40096,180,,460
40109,180,,460
40104,180,,460
40084,180,,460
40093,180,,210
40103,180,,210
40108,180,,210
40134,180,,210
40071,180,,210
40096,180,,220
40082,180,,480
40132,180,,230
40124,180,,240
40074,180,,240
40209,180,,260
40202,180,,260
40145,180,,260
40148,180,,260
40218,180,,260
40005,180,,20
40212,180,,280
40204,180,,280
40211,180,,280
40160,180,,280
40152,180,,280
40213,180,,30
40005,180,,30
40149,180,,40
40167,180,,50
40194,180,,50
40195,180,,50
40199,180,,310
40182,180,,60
40170,180,,60
40179,180,,60
40187,180,,60
40175,180,,330
40146,180,,330
40150,180,,330
40217,180,,90
40168,180,,100
40190,180,,110
40188,180,,120
40180,180,,120
40161,180,,120
40173,180,,385
40196,180,,390
40198,180,,140
40216,180,,150
40200,180,,410
40165,180,,410
40156,180,,160
40189,180,,420
40214,180,,420
40171,180,,170
40209,180,,170
40175,180,,430
40183,180,,180
40151,180,,180
40186,180,,440
40176,180,,440
40205,180,,440
40215,180,,440
40155,180,,440
40153,180,,440
40005,180,,440
40193,180,,200
40215,180,,460
40209,180,,460
40144,180,,460
40154,180,,460
40177,180,,210
40185,180,,210
40197,180,,210
40163,180,,210
40178,180,,220
40203,180,,220
40147,180,,220
40147,180,,480
40191,180,,230
40157,180,,230
40004,180,,230
40215,180,,240
40144,180,,240
80004,180,,260
80016,180,,260
80020,180,,20
80024,180,,280
60007,180,,30
80014,180,,30
60003,180,,40
80022,180,,40
80003,180,,50
80014,180,,50
60009,180,,310
80032,180,,310
60008,180,,60
80030,180,,60
10000006,180,,60
80009,180,,70
80041,180,,330
80031,180,,80
60039,180,,90
80011,180,,90
60044,180,,100
80033,180,,100
80026,180,,110
80029,180,,370
80034,180,,120
80015,180,,380
80025,180,,130
80022,180,,130
80028,180,,390
60042,180,,140
80017,180,,140
10000003,180,,140
60043,180,,150
80040,180,,150
80007,180,,150
60006,180,,410
80006,180,,410
80018,180,,160
80013,180,,420
80036,180,,170
80035,180,,430
80012,180,,180
80002,180,,440
80023,180,,440
80005,180,,440
80008,180,,440
80039,180,,200
80040,180,,460
80001,180,,460
80021,180,,460
60011,180,,210
80015,180,,210
80001,180,,210
10000006,180,,210
60009,180,,480
80012,180,,480
80019,180,,230
80037,180,,240
140083,180,,260
140073,180,,260
140009,180,,10
140032,180,,10
140049,180,,20
140075,180,,280
140074,180,,280
140017,180,,30
140043,180,,30
140088,180,,30
140059,180,,50
140027,180,,50
140001,180,,310
140078,180,,310
140043,180,,60
140028,180,,60
140053,180,,60
140078,180,,60
140028,180,,70
140085,180,,70
140057,180,,80
140089,180,,80
140091,180,,90
140050,180,,90
140053,180,,100
140072,180,,100
140016,180,,110
140051,180,,110
140030,180,,110
140093,180,,370
140019,180,,120
140049,180,,120
140077,180,,380
140070,180,,380
140076,180,,385
140023,180,,130
140047,180,,130
140020,180,,140
140049,180,,150
140080,180,,150
140090,180,,410
140079,180,,160
140071,180,,170
140088,180,,430
140079,180,,180
140091,180,,440
140065,180,,440
140016,180,,440
140034,180,,440
140046,180,,440
140086,180,,440
140070,180,,440
140090,180,,200
140017,180,,460
140032,180,,460
140046,180,,460
140033,180,,460
140083,180,,240
40010,180,,30
40007,180,,140
40008,180,,440
60012,180,,140
60002,180,,420
60002,180,,30
60002,180,,460
60013,180,,20
60002,180,,430
60014,180,,220
60005,180,,100
60001,180,,200
60001,180,,460
60034,180,,10
60034,180,,110
60035,180,,385
60033,180,,240
60023,180,,60
60024,180,,70
60022,180,,150
60016,180,,310
60033,180,,460
60032,180,,260
60021,180,,440
60028,180,,120
60021,180,,230
60030,180,,280
60024,180,,130
60029,180,,120
60025,180,,50
60021,180,,480
60031,180,,260
60026,180,,440
60027,180,,370
60032,180,,210
60028,180,,440
60033,180,,330
40101,180,10,
40114,180,10,
40143,180,10,
40128,180,10,
40078,180,10,
40074,180,10,
40079,180,10,
40178,180,10,
40205,180,10,
40159,180,10,
40149,180,10,
40153,180,10,
40195,180,10,
40005,180,10,
60039,180,10,
140064,180,10,
140022,180,10,
140009,180,10,
140041,180,10,
140058,180,10,
140046,180,10,
10000011,180,10,
140069,180,10,
60017,180,10,
60032,180,10,
40095,180,20,
40111,180,20,
40121,180,20,
40074,180,20,
40076,180,20,
60044,180,20,
60010,180,20,
80034,180,20,
80038,180,20,
80005,180,20,
140066,180,20,
140062,180,20,
140021,180,20,
10000011,180,20,
60005,180,20,
60030,180,20,
40092,180,30,
40182,180,30,
40161,180,30,
40163,180,30,
80035,180,30,
80037,180,30,
80012,180,30,
10000008,180,30,
140033,180,30,
140046,180,30,
140086,180,30,
40007,180,30,
60002,180,30,
60033,180,30,
40096,180,40,
40115,180,40,
40120,180,40,
40133,180,40,
40071,180,40,
40080,180,40,
40187,180,40,
40177,180,40,
40186,180,40,
40188,180,40,
40181,180,40,
40199,180,40,
40165,180,40,
40158,180,40,
40005,180,40,
60010,180,40,
80029,180,40,
80034,180,40,
80012,180,40,
80001,180,40,
140066,180,40,
140064,180,40,
140011,180,40,
140015,180,40,
140055,180,40,
140046,180,40,
140033,180,40,
140061,180,40,
140027,180,40,
10000014,180,40,
10000011,180,40,
10000023,180,40,
140083,180,40,
60026,180,40,
60022,180,40,
60024,180,40,
60027,180,40,
40093,180,50,
40207,180,50,
40210,180,50,
40213,180,50,
40165,180,50,
40161,180,50,
40004,180,50,
60007,180,50,
80035,180,50,
80039,180,50,
80003,180,50,
10000008,180,50,
140062,180,50,
140054,180,50,
140041,180,50,
140059,180,50,
60025,180,50,
40119,180,60,
40136,180,60,
40079,180,60,
40197,180,60,
40168,180,60,
40152,180,60,
80026,180,60,
80015,180,60,
10000006,180,60,
140016,180,60,
60035,180,60,
60036,180,60,
40099,180,70,
40137,180,70,
40123,180,70,
40134,180,70,
40179,180,70,
40176,180,70,
40201,180,70,
40196,180,70,
40148,180,70,
40006,180,70,
80001,180,70,
10000010,180,70,
140090,180,70,
140092,180,70,
140093,180,70,
140020,180,70,
140053,180,70,
140071,180,70,
60002,180,70,
60021,180,70,
40108,180,80,
40141,180,80,
40196,180,80,
40210,180,80,
40192,180,80,
60041,180,80,
80026,180,80,
80011,180,80,
10000001,180,80,
140090,180,80,
140026,180,80,
140052,180,80,
60035,180,80,
40101,180,90,
40140,180,90,
40073,180,90,
40074,180,90,
40184,180,90,
40174,180,90,
40211,180,90,
40166,180,90,
80020,180,90,
10000009,180,90,
140019,180,90,
140025,180,90,
140061,180,90,
140072,180,90,
140081,180,90,
140084,180,90,
140073,180,90,
40009,180,90,
60031,180,90,
40094,180,100,
40139,180,100,
40131,180,100,
40191,180,100,
40214,180,100,
40212,180,100,
40205,180,100,
40208,180,100,
40151,180,100,
60011,180,100,
60044,180,100,
80038,180,100,
80036,180,100,
80006,180,100,
80007,180,100,
140067,180,100,
140010,180,100,
140012,180,100,
140031,180,100,
140047,180,100,
140042,180,100,
60005,180,100,
60028,180,100,
40095,180,110,
40116,180,110,
40105,180,110,
40122,180,110,
40143,180,110,
40127,180,110,
40129,180,110,
40088,180,110,
40200,180,110,
40159,180,110,
40153,180,110,
40195,180,110,
60039,180,110,
60011,180,110,
60008,180,110,
80032,180,110,
80024,180,110,
80030,180,110,
80019,180,110,
10000001,180,110,
10000007,180,110,
140017,180,110,
140006,180,110,
140007,180,110,
140030,180,110,
140056,180,110,
140058,180,110,
140034,180,110,
140057,180,110,
10000013,180,110,
60001,180,110,
60016,180,110,
60032,180,110,
40098,180,120,
40108,180,120,
40128,180,120,
40141,180,120,
40135,180,120,
40089,180,120,
40081,180,120,
40083,180,120,
40190,180,120,
40173,180,120,
40172,180,120,
40218,180,120,
60038,180,120,
80025,180,120,
80004,180,120,
80011,180,120,
140091,180,120,
140065,180,120,
140008,180,120,
140016,180,120,
140021,180,120,
140077,180,120,
140080,180,120,
40008,180,120,
60020,180,120,
60023,180,120,
40097,180,130,
40110,180,130,
40104,180,130,
40102,180,130,
40182,180,130,
40178,180,130,
40203,180,130,
40206,180,130,
40147,180,130,
40145,180,130,
40160,180,130,
40162,180,130,
60006,180,130,
80017,180,130,
80008,180,130,
10000001,180,130,
140013,180,130,
140087,180,130,
60027,180,130,
40114,180,140,
40117,180,140,
40100,180,140,
40121,180,140,
40122,180,140,
40082,180,140,
40217,180,140,
40149,180,140,
40163,180,140,
40194,180,140,
60006,180,140,
80031,180,140,
80023,180,140,
80013,180,140,
10000005,180,140,
140088,180,140,
60012,180,140,
60029,180,140,
40091,180,150,
40126,180,150,
40077,180,150,
40076,180,150,
40083,180,150,
40087,180,150,
40075,180,150,
40171,180,150,
40167,180,150,
40154,180,150,
60039,180,150,
80027,180,150,
80041,180,150,
80016,180,150,
10000006,180,150,
140063,180,150,
140035,180,150,
140086,180,150,
140075,180,150,
140078,180,150,
60019,180,150,
40103,180,160,
40124,180,160,
40130,180,160,
40175,180,160,
40189,180,160,
40180,180,160,
40209,180,160,
40155,180,160,
60007,180,160,
80030,180,160,
80021,180,160,
10000003,180,160,
10000007,180,160,
140082,180,160,
60024,180,160,
40144,180,170,
40076,180,170,
40175,180,170,
40183,180,170,
80016,180,170,
10000011,180,170,
140073,180,170,
60035,180,170,
60033,180,170,
40109,180,180,
40107,180,180,
40185,180,180,
40204,180,180,
40157,180,180,
40156,180,180,
40193,180,180,
60040,180,180,
80018,180,180,
80010,180,180,
140089,180,180,
140085,180,180,
60014,180,180,
60017,180,180,
40084,180,190,
40178,180,190,
40146,180,190,
40192,180,190,
60009,180,190,
60015,180,190,
40090,180,200,
40095,180,200,
40113,180,200,
40132,180,200,
40138,180,200,
40085,180,200,
40086,180,200,
40078,180,200,
40183,180,200,
40198,180,200,
40164,180,200,
40150,180,200,
40144,180,200,
60043,180,200,
80028,180,200,
80033,180,200,
80014,180,200,
80009,180,200,
140074,180,200,
140076,180,200,
60004,180,200,
60030,180,200,
40112,180,210,
40170,180,210,
40215,180,210,
40216,180,210,
60003,180,210,
80002,180,210,
140033,180,210,
10000011,180,210,
10000021,180,210,
10000017,180,210,
60001,180,210,
40094,180,220,
40093,180,220,
40116,180,220,
40109,180,220,
40106,180,220,
40137,180,220,
40087,180,220,
40085,180,220,
40209,180,220,
80002,180,220,
80030,180,220,
80005,180,220,
140007,180,220,
10000015,180,220,
60034,180,220,
60019,180,220,
40191,180,230,
40196,180,230,
60042,180,230,
60044,180,230,
80017,180,230,
10000010,180,230,
140008,180,230,
140089,180,230,
60005,180,230,
60014,180,230,